1216495,NA,2020-11-03,2020/21,56,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Wickets,10,NA,S Nadeem,C Shamshuddin,RK Illingworth
1216505,Abu Dhabi,2020-11-02,2020/21,55,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,Wickets,6,NA,A Nortje,CB Gaffaney,S Ravi
1216530,NA,2020-11-01,2020/21,54,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,Runs,60,NA,PJ Cummins,Nitin Menon,PR Reiffel
1216506,Abu Dhabi,2020-11-01,2020/21,53,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,Wickets,9,NA,RD Gaikwad,PG Pathak,VK Sharma
1216535,NA,2020-10-31,2020/21,51,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,Wickets,9,NA,Ishan Kishan,YC Barde,PR Reiffel
1216502,NA,2020-10-31,2020/21,52,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Wickets,5,NA,Sandeep Sharma,KN Ananthapadmanabhan,K Srinivasan
1216537,Abu Dhabi,2020-10-30,2020/21,50,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,Wickets,7,NA,BA Stokes,CB Gaffaney,S Ravi
1216536,NA,2020-10-29,2020/21,49,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,Wickets,6,NA,RD Gaikwad,C Shamshuddin,RK Illingworth
1216499,Abu Dhabi,2020-10-28,2020/21,48,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,Wickets,5,NA,SA Yadav,UV Gandhe,CB Gaffaney
1216524,NA,2020-10-27,2020/21,47,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,Runs,88,NA,WP Saha,AK Chaudhary,Nitin Menon
1216520,NA,2020-10-26,2020/21,46,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Punjab Kings,Wickets,8,NA,CH Gayle,KN Ananthapadmanabhan,RK Illingworth
1216541,Abu Dhabi,2020-10-25,2020/21,45,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,Wickets,8,NA,BA Stokes,UV Gandhe,VK Sharma
1216544,NA,2020-10-25,2020/21,44,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Chennai Super Kings,Wickets,8,NA,RD Gaikwad,C Shamshuddin,RK Illingworth
1216498,NA,2020-10-24,2020/21,43,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Punjab Kings,Runs,12,NA,CJ Jordan,AY Dandekar,PR Reiffel
1216497,Abu Dhabi,2020-10-24,2020/21,42,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders,Runs,59,NA,CV Varun,CB Gaffaney,PG Pathak
1216521,NA,2020-10-23,2020/21,41,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,Wickets,10,NA,TA Boult,C Shamshuddin,VA Kulkarni
1216518,NA,2020-10-22,2020/21,40,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Wickets,8,NA,MK Pandey,Nitin Menon,PR Reiffel
1216494,Abu Dhabi,2020-10-21,2020/21,39,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Royal Challengers Bangalore,Wickets,8,NA,Mohammed Siraj,VK Sharma,S Ravi
1216546,NA,2020-10-20,2020/21,38,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Punjab Kings,Wickets,5,NA,S Dhawan,C Shamshuddin,RK Illingworth
1216533,Abu Dhabi,2020-10-19,2020/21,37,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,Wickets,7,NA,JC Buttler,CB Gaffaney,VK Sharma
1216512,Abu Dhabi,2020-10-18,2020/21,35,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,SuperOver,NA,NA,LH Ferguson,PG Pathak,S Ravi
1216517,NA,2020-10-18,2020/21,36,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,Punjab Kings,SuperOver,NA,NA,KL Rahul,Nitin Menon,PR Reiffel
1216522,NA,2020-10-17,2020/21,33,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,Wickets,7,NA,AB de Villiers,AK Chaudhary,Nitin Menon
1216509,NA,2020-10-17,2020/21,34,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,Wickets,5,NA,S Dhawan,KN Ananthapadmanabhan,RK Illingworth
1216526,Abu Dhabi,2020-10-16,2020/21,32,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,Wickets,8,NA,Q de Kock,CB Gaffaney,VK Sharma
1216531,NA,2020-10-15,2020/21,31,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,Punjab Kings,Wickets,8,NA,KL Rahul,KN Ananthapadmanabhan,C Shamshuddin
1216543,NA,2020-10-14,2020/21,30,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,Runs,13,NA,A Nortje,AK Chaudhary,Nitin Menon
1216528,NA,2020-10-13,2020/21,29,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,Runs,20,NA,RA Jadeja,AK Chaudhary,PR Reiffel
1216540,NA,2020-10-12,2020/21,28,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Runs,82,NA,AB de Villiers,RK Illingworth,K Srinivasan
1216507,NA,2020-10-11,2020/21,26,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Rajasthan Royals,Wickets,5,NA,R Tewatia,YC Barde,PR Reiffel
1216529,Abu Dhabi,2020-10-11,2020/21,27,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,Wickets,5,NA,Q de Kock,CB Gaffaney,S Ravi
1216523,Abu Dhabi,2020-10-10,2020/21,24,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,Runs,2,NA,KD Karthik,UV Gandhe,CB Gaffaney
1216525,NA,2020-10-10,2020/21,25,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Runs,37,NA,V Kohli,AK Chaudhary,PR Reiffel
1216500,NA,2020-10-09,2020/21,23,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,Runs,46,NA,R Ashwin,KN Ananthapadmanabhan,C Shamshuddin
1216542,NA,2020-10-08,2020/21,22,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Runs,69,NA,JM Bairstow,AK Chaudhary,Nitin Menon
1216501,Abu Dhabi,2020-10-07,2020/21,21,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,Runs,10,NA,RA Tripathi,KN Ananthapadmanabhan,RK Illingworth
1216511,Abu Dhabi,2020-10-06,2020/21,20,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,Runs,57,NA,SA Yadav,VK Sharma,S Ravi
1216519,NA,2020-10-05,2020/21,19,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals,Runs,59,NA,AR Patel,Nitin Menon,YC Barde
1216513,NA,2020-10-04,2020/21,18,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Chennai Super Kings,Wickets,10,NA,SR Watson,AY Dandekar,Nitin Menon
1216538,NA,2020-10-04,2020/21,17,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,Runs,34,NA,TA Boult,KN Ananthapadmanabhan,RK Illingworth
1216514,Abu Dhabi,2020-10-03,2020/21,15,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,Wickets,8,NA,YS Chahal,CB Gaffaney,S Ravi
1216515,NA,2020-10-03,2020/21,16,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,Runs,18,NA,SS Iyer,VA Kulkarni,RK Illingworth
1216516,NA,2020-10-02,2020/21,14,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Runs,7,NA,PK Garg,AK Chaudhary,PR Reiffel
1216503,Abu Dhabi,2020-10-01,2020/21,13,Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,Runs,48,NA,KA Pollard,VK Sharma,S Ravi
1216504,NA,2020-09-30,2020/21,12,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,Runs,37,NA,Shivam Mavi,KN Ananthapadmanabhan,C Shamshuddin
1216532,Abu Dhabi,2020-09-29,2020/21,11,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,Runs,15,NA,Rashid Khan,VK Sharma,S Ravi
1216547,NA,2020-09-28,2020/21,10,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,SuperOver,NA,NA,AB de Villiers,Nitin Menon,PR Reiffel
1216527,NA,2020-09-27,2020/21,9,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,Wickets,4,NA,SV Samson,RK Illingworth,K Srinivasan
1216545,Abu Dhabi,2020-09-26,2020/21,8,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,Wickets,7,NA,Shubman Gill,CB Gaffaney,VK Sharma
1216539,NA,2020-09-25,2020/21,7,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,Runs,44,NA,PP Shaw,KN Ananthapadmanabhan,RK Illingworth
1216510,NA,2020-09-24,2020/21,6,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings,Runs,97,NA,KL Rahul,AK Chaudhary,PR Reiffel
1216508,Abu Dhabi,2020-09-23,2020/21,5,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,Runs,49,NA,RG Sharma,CB Gaffaney,S Ravi
1216496,NA,2020-09-22,2020/21,4,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals,Runs,16,NA,SV Samson,C Shamshuddin,VA Kulkarni
1216534,NA,2020-09-21,2020/21,3,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,Runs,10,NA,YS Chahal,AY Dandekar,Nitin Menon
1216493,NA,2020-09-20,2020/21,2,Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,SuperOver,NA,NA,MP Stoinis,AK Chaudhary,Nitin Menon
1216492,Abu Dhabi,2020-09-19,2020/21,1,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,Wickets,5,NA,AT Rayudu,CB Gaffaney,VK Sharma
1181768,Hyderabad,2019-05-12,2019,Final,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,Runs,1,NA,JJ Bumrah,IJ Gould,Nitin Menon
1181767,Visakhapatnam,2019-05-10,2019,Qualifier,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,Wickets,6,NA,F du Plessis,BNJ Oxenford,S Ravi
1181766,Visakhapatnam,2019-05-08,2019,Eliminator,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,Wickets,2,NA,RR Pant,BNJ Oxenford,S Ravi
1181764,Chennai,2019-05-07,2019,Qualifier,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Mumbai Indians,Wickets,6,NA,SA Yadav,NJ Llong,Nitin Menon
1178430,Chandigarh,2019-05-05,2019,55,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings,Wickets,6,NA,KL Rahul,C Shamshuddin,KN Ananthapadmanabhan
1178431,Mumbai,2019-05-05,2019,56,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,Wickets,9,NA,HH Pandya,A Nand Kishore,CK Nandan
1178429,Bengaluru,2019-05-04,2019,54,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Wickets,4,NA,SO Hetmyer,AK Chaudhary,NJ Llong
1178428,Delhi,2019-05-04,2019,53,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Delhi Capitals,Wickets,5,NA,A Mishra,AY Dandekar,IJ Gould
1178427,Chandigarh,2019-05-03,2019,52,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,Wickets,7,NA,Shubman Gill,BNJ Oxenford,C Shamshuddin
1178426,Mumbai,2019-05-02,2019,51,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,SuperOver,NA,NA,JJ Bumrah,CK Nandan,S Ravi
1178425,Chennai,2019-05-01,2019,50,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,Runs,80,NA,MS Dhoni,AY Dandekar,Nitin Menon
1178424,Bengaluru,2019-04-30,2019,49,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,NA,NoResults,NA,NA,NA,NJ Llong,UV Gandhe
1178423,Hyderabad,2019-04-29,2019,48,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,Runs,45,NA,DA Warner,CK Nandan,S Ravi
1178422,Kolkata,2019-04-28,2019,47,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,Runs,34,NA,AD Russell,IJ Gould,Nitin Menon
1178421,Delhi,2019-04-28,2019,46,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,Delhi Capitals,Runs,16,NA,S Dhawan,BNJ Oxenford,KN Ananthapadmanabhan
1178420,Jaipur,2019-04-27,2019,45,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,Wickets,7,NA,JD Unadkat,A Nand Kishore,YC Barde
1178419,Chennai,2019-04-26,2019,44,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,Runs,46,NA,RG Sharma,AK Chaudhary,NJ Llong
1178418,Kolkata,2019-04-25,2019,43,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,Wickets,3,NA,VR Aaron,AY Dandekar,IJ Gould
1178417,Bengaluru,2019-04-24,2019,42,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,Royal Challengers Bangalore,Runs,17,NA,AB de Villiers,BNJ Oxenford,C Shamshuddin
1178416,Chennai,2019-04-23,2019,41,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,Wickets,6,NA,SR Watson,AK Chaudhary,NJ Llong
1178415,Jaipur,2019-04-22,2019,40,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,Wickets,6,NA,RR Pant,A Nand Kishore,S Ravi
1178413,Hyderabad,2019-04-21,2019,38,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Wickets,9,NA,KK Ahmed,NJ Llong,Nitin Menon
1178414,Bengaluru,2019-04-21,2019,39,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,Runs,1,NA,PA Patel,RJ Tucker,VA Kulkarni
1178412,Delhi,2019-04-20,2019,37,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,Wickets,5,NA,SS Iyer,C Shamshuddin,UV Gandhe
1178411,Jaipur,2019-04-20,2019,36,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,Wickets,5,NA,SPD Smith,S Ravi,YC Barde
1178410,Kolkata,2019-04-19,2019,35,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Royal Challengers Bangalore,Runs,10,NA,V Kohli,IJ Gould,Nitin Menon
1178409,Delhi,2019-04-18,2019,34,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,Runs,40,NA,HH Pandya,BNJ Oxenford,NJ Llong
1178408,Hyderabad,2019-04-17,2019,33,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Sunrisers Hyderabad,Wickets,6,NA,DA Warner,IJ Gould,UV Gandhe
1178407,Chandigarh,2019-04-16,2019,32,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,Runs,12,NA,R Ashwin,AK Chaudhary,VA Kulkarni
1178406,Mumbai,2019-04-15,2019,31,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,Wickets,5,NA,SL Malinga,M Erasmus,Nitin Menon
1178404,Kolkata,2019-04-14,2019,29,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,Wickets,5,NA,Imran Tahir,CK Nandan,RJ Tucker
1178405,Hyderabad,2019-04-14,2019,30,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,Runs,39,NA,KMA Paul,AK Chaudhary,BNJ Oxenford
1178402,Mumbai,2019-04-13,2019,27,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,Wickets,4,NA,JC Buttler,A Nand Kishore,Nitin Menon
1178403,Chandigarh,2019-04-13,2019,28,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Wickets,8,NA,AB de Villiers,S Ravi,UV Gandhe
1178401,Kolkata,2019-04-12,2019,26,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,Wickets,7,NA,S Dhawan,CK Nandan,YC Barde
1178400,Jaipur,2019-04-11,2019,25,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,Wickets,4,NA,MS Dhoni,BNJ Oxenford,UV Gandhe
1178399,Mumbai,2019-04-10,2019,24,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,Wickets,3,NA,KA Pollard,S Ravi,YC Barde
1178398,Chennai,2019-04-09,2019,23,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,Wickets,7,NA,DL Chahar,C Shamshuddin,RJ Tucker
1178397,Chandigarh,2019-04-08,2019,22,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Punjab Kings,Wickets,6,NA,KL Rahul,AY Dandekar,M Erasmus
1178396,Jaipur,2019-04-07,2019,21,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,Wickets,8,NA,HF Gurney,AK Chaudhary,CB Gaffaney
1178395,Bengaluru,2019-04-07,2019,20,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,Wickets,4,NA,K Rabada,S Ravi,YC Barde
1178394,Hyderabad,2019-04-06,2019,19,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,Runs,40,NA,AS Joseph,AY Dandekar,Nitin Menon
1178393,Chennai,2019-04-06,2019,18,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,Runs,22,NA,Harbhajan Singh,KN Ananthapadmanabhan,RJ Tucker
1175372,Bengaluru,2019-04-05,2019,17,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,Wickets,5,NA,AD Russell,AK Chaudhary,CB Gaffaney
1175371,Delhi,2019-04-04,2019,16,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Wickets,5,NA,JM Bairstow,C Shamshuddin,KN Ananthapadmanabhan
1175370,Mumbai,2019-04-03,2019,15,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,Runs,37,NA,HH Pandya,BNJ Oxenford,RJ Tucker
1175369,Jaipur,2019-04-02,2019,14,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,Wickets,7,NA,S Gopal,AY Dandekar,M Erasmus
1175368,Chandigarh,2019-04-01,2019,13,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,Runs,14,NA,SM Curran,AK Chaudhary,CB Gaffaney
1175366,Hyderabad,2019-03-31,2019,11,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,Runs,118,NA,JM Bairstow,KN Ananthapadmanabhan,S Ravi
1175367,Chennai,2019-03-31,2019,12,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,Runs,8,NA,MS Dhoni,CK Nandan,YC Barde
1175365,Delhi,2019-03-30,2019,10,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,SuperOver,NA,NA,PP Shaw,AY Dandekar,Nitin Menon
1175364,Chandigarh,2019-03-30,2019,9,Mumbai Indians,Punjab Kings,Punjab Kings,field,Punjab Kings,Wickets,8,NA,MA Agarwal,CB Gaffaney,VA Kulkarni
1175363,Hyderabad,2019-03-29,2019,8,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,Wickets,5,NA,Rashid Khan,BNJ Oxenford,C Shamshuddin
1175362,Bengaluru,2019-03-28,2019,7,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,Runs,6,NA,JJ Bumrah,CK Nandan,S Ravi
1175361,Kolkata,2019-03-27,2019,6,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,Runs,28,NA,AD Russell,AK Chaudhary,VA Kulkarni
1175360,Delhi,2019-03-26,2019,5,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,Wickets,6,NA,SR Watson,M Erasmus,Nitin Menon
1175359,Jaipur,2019-03-25,2019,4,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,Runs,14,NA,CH Gayle,C Shamshuddin,KN Ananthapadmanabhan
1175358,Mumbai,2019-03-24,2019,3,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,Runs,37,NA,RR Pant,S Ravi,YC Barde
1175357,Kolkata,2019-03-24,2019,2,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,Wickets,6,NA,AD Russell,AK Chaudhary,CB Gaffaney
1175356,Chennai,2019-03-23,2019,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,Wickets,7,NA,Harbhajan Singh,AY Dandekar,BNJ Oxenford
1136620,Mumbai,2018-05-27,2018,Final,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,Wickets,8,NA,SR Watson,M Erasmus,S Ravi
1136619,Kolkata,2018-05-25,2018,Qualifier,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,Runs,14,NA,Rashid Khan,HDPK Dharmasena,Nitin Menon
1136618,Kolkata,2018-05-23,2018,Eliminator,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,Runs,25,NA,AD Russell,AK Chaudhary,Nitin Menon
1136617,Mumbai,2018-05-22,2018,Qualifier,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,Wickets,2,NA,F du Plessis,C Shamshuddin,M Erasmus
1136616,Pune,2018-05-20,2018,56,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,Wickets,5,NA,L Ngidi,Nitin Menon,YC Barde
1136615,Delhi,2018-05-20,2018,55,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Delhi Capitals,Runs,11,NA,A Mishra,HDPK Dharmasena,CK Nandan
1136614,Hyderabad,2018-05-19,2018,54,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,Wickets,5,NA,CA Lynn,AK Chaudhary,S Ravi
1136613,Jaipur,2018-05-19,2018,53,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Rajasthan Royals,Runs,30,NA,S Gopal,BNJ Oxenford,VK Sharma
1136612,Delhi,2018-05-18,2018,52,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,Runs,34,NA,HV Patel,HDPK Dharmasena,VA Kulkarni
1136611,Bengaluru,2018-05-17,2018,51,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,Runs,14,NA,AB de Villiers,AY Dandekar,S Ravi
1136610,Mumbai,2018-05-16,2018,50,Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,Runs,3,NA,JJ Bumrah,M Erasmus,Nitin Menon
1136609,Kolkata,2018-05-15,2018,49,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,Wickets,6,NA,Kuldeep Yadav,AK Chaudhary,HDPK Dharmasena
1136608,Indore,2018-05-14,2018,48,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Wickets,10,NA,UT Yadav,BNJ Oxenford,VK Sharma
1136607,Mumbai,2018-05-13,2018,47,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,Wickets,7,NA,JC Buttler,Nitin Menon,S Ravi
1136606,Pune,2018-05-13,2018,46,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,Wickets,8,NA,AT Rayudu,M Erasmus,YC Barde
1136605,Delhi,2018-05-12,2018,45,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Wickets,5,NA,AB de Villiers,KN Ananthapadmanabhan,HDPK Dharmasena
1136604,Indore,2018-05-12,2018,44,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,Runs,31,NA,SP Narine,CK Nandan,VK Sharma
1136603,Jaipur,2018-05-11,2018,43,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,Wickets,4,NA,JC Buttler,M Erasmus,YC Barde
1136602,Delhi,2018-05-10,2018,42,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,Wickets,9,NA,S Dhawan,AY Dandekar,C Shamshuddin
1136601,Kolkata,2018-05-09,2018,41,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,Runs,102,NA,Ishan Kishan,KN Ananthapadmanabhan,AK Chaudhary
1136600,Jaipur,2018-05-08,2018,40,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Rajasthan Royals,Runs,15,NA,JC Buttler,M Erasmus,Nitin Menon
1136599,Hyderabad,2018-05-07,2018,39,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,Runs,5,NA,KS Williamson,BNJ Oxenford,VK Sharma
1136598,Indore,2018-05-06,2018,38,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Punjab Kings,Wickets,6,NA,Mujeeb Ur Rahman,C Shamshuddin,S Ravi
